BuildingSyncPath,State,RequiredValues,RequiredPairedElement
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.UserDefinedFields,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.OtherHVACSystems.OtherHVACSystem.Quantity,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.FrequencyOfMaintenance,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.PrimaryHVACSystemType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.PrimaryHVACControlStrategy,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Location,Optional,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Priority,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleID,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.UserDefinedFields,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.HVACSystems.HVACSystem.Quantity,,,
Audits.Audit.Systems.LightingSystems,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Incandescent,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Incandescent.LampLabel,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.LinearFluorescent,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.LinearFluorescent.LampLabel,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.LinearFluorescent.LampLength,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.CompactFluorescent,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.CompactFluorescent.LampLabel,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.CompactFluorescent.FluorescentStartType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Halogen,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Halogen.LampLabel,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Halogen.TransformerNeeded,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.HighIntensityDischarge,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.HighIntensityDischarge.LampLabel,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.HighIntensityDischarge.MetalHalideStartType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.SolidStateLighting,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.SolidStateLighting.LampLabel,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.SolidStateLighting.TransformerNeeded,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Induction,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Induction.FluorescentStartType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Neon,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Plasma,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Photoluminescent,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.SelfLuminous,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.OtherCombination,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampType.Unknown,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.BallastType,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.InputVoltage,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.InstallationType,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LightingDirection,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LightingControlTypeOccupancy,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LightingControlTypeTimer,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LightingControlTypeDaylighting,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LightingControlTypeManual,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.DimmingCapability,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.DimmingCapability.MinimumDimmingLightFraction,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.DimmingCapability.MinimumDimmingPowerFraction,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.DaylightingControlSteps,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.PercentPremisesServed,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.InstalledPower,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LampPower,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.NumberOfLampsPerLuminaire,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.NumberOfLampsPerBallast,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.NumberOfBallastsPerLuminaire,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.NumberOfLuminaires,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.OutsideLighting,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.ReflectorType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LightingEfficacy,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.WorkPlaneHeight,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LuminaireHeight,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.FixtureSpacing,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.RatedLampLife,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.ControlTechnology,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.ThirdPartyCertification,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.PrimaryFuel,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.YearInstalled,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.YearofManufacture,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.Manufacturer,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.ModelNumber,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.Location,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID,Required,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleID,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.UserDefinedFields,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.UserDefinedFields.UserDefinedField,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.UserDefinedFields.UserDefinedField.FieldName,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.UserDefinedFields.UserDefinedField.FieldValue,,,
Audits.Audit.Systems.LightingSystems.LightingSystem.Quantity,,,
Audits.Audit.Systems.DomesticHotWaterSystems,Optional,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem,Optional,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType,Optional,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank,Optional,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType,Optional,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct,Optional,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource,,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.ElectricResistance,,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Combustion,,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Combustion.DraftType,,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Other,,,
Audits.Audit.Systems.DomesticHotWaterSystems.DomesticHotWaterSystem.DomesticHotWaterType.StorageTank.TankHeatingType.Direct.DirectTankHeatingSource.Unknown,,,
