Unnamed: 0,attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words,bedes_term_update,bedes_content_uuid_update
452,CombustionEfficiency,Combustion Efficiency,54931,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.CombustionEfficiency,2e91ad5a-d12a-4300-8d95-4a615230a8ce,Combustion Efficiency Value,,,https://bedes.lbl.gov/node/2e91ad5a-d12a-4300-8d95-4a615230a8ce,1,Term-to-Term Match,,,,,,,Combustion Efficiency Value,2e91ad5a-d12a-4300-8d95-4a615230a8ce
453,ThermalEfficiency,Thermal Efficiency,54932,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.ThermalEfficiency,f213108c-a7bb-4217-afdc-116898c360fe,Thermal Efficiency Value,,,https://bedes.lbl.gov/node/f213108c-a7bb-4217-afdc-116898c360fe,1,Term-to-Term Match,,,,,,,Thermal Efficiency Value,f213108c-a7bb-4217-afdc-116898c360fe
454,ThirdPartyCertification,Third Party Certification,54933,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.ThirdPartyCertification,06427039-12b0-40b9-996f-5990cabd1c33,Equipment Rating,,Fenestration rating produced by a third-party certification body.,https://bedes.lbl.gov/node/06427039-12b0-40b9-996f-5990cabd1c33,1,Term-to-Term Match,,,,,,,Equipment Rating,06427039-12b0-40b9-996f-5990cabd1c33
455,HotWaterBoilerMaximumFlowRate,Hot Water Boiler Maximum Flow Rate,54934,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.HotWaterBoilerMaximumFlowRate,b040e02b-bb85-4ab6-b7b2-58e5f80d2cc3,Boiler Maximum Flow Value,,,https://bedes.lbl.gov/node/b040e02b-bb85-4ab6-b7b2-58e5f80d2cc3,1,Term-to-Term Match,,,,,,,Boiler Maximum Flow Value,b040e02b-bb85-4ab6-b7b2-58e5f80d2cc3
456,BoilerLWT,Boiler Leaving Water Temperature,54935,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.BoilerLWT,3a2c76a6-1304-4679-a92f-3b5d7d78bb93,Boiler Supply Water Temperature Value,,,https://bedes.lbl.gov/node/3a2c76a6-1304-4679-a92f-3b5d7d78bb93,1,Term-to-Term Match,,,,,,,Boiler Supply Water Temperature Value,3a2c76a6-1304-4679-a92f-3b5d7d78bb93
457,SteamBoilerMinimumOperatingPressure,Steam Boiler Minimum Operating Pressure,54936,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.SteamBoilerMinimumOperatingPressure,,,,,,,Words: all Term,"Steam,  Boiler,  Minimum,  Operating,  Pressure","List-Option,  List-Option,  List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/09781626-eaeb-40a6-bb09-c16a0a7c1412, https://bedes.lbl.gov/node/f2be30d2-b294-4afb-acd7-fdfb9962d2ea, https://bedes.lbl.gov/node/cbc79305-96bb-4fdf-bfca-8eca07364ce5, https://bedes.lbl.gov/node/973929b1-9ece-40a6-aedc-4b4bf9588f23, https://bedes.lbl.gov/node/a06bba32-ec28-4214-85b7-99fb9493568a",,,,,
458,SteamBoilerMaximumOperatingPressure,Steam Boiler Maximum Operating Pressure,54937,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.SteamBoilerMaximumOperatingPressure,,,,,,,Words: all Term,"Steam,  Boiler,  Maximum,  Operating,  Pressure","List-Option,  List-Option,  List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/09781626-eaeb-40a6-bb09-c16a0a7c1412, https://bedes.lbl.gov/node/f2be30d2-b294-4afb-acd7-fdfb9962d2ea, https://bedes.lbl.gov/node/513b467e-aeec-4838-8931-d60ca899e0a2, https://bedes.lbl.gov/node/973929b1-9ece-40a6-aedc-4b4bf9588f23, https://bedes.lbl.gov/node/a06bba32-ec28-4214-85b7-99fb9493568a",,,,,
459,UserDefinedFields,User Defined Fields,54938,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields,,,,,,,"Words: Term, Unmatched",Fields,List-Option,https://bedes.lbl.gov/node/2197fa42-a8d5-4a14-8518-2ec84c2e75d7,,,"User,  Defined",,
460,UserDefinedField,User Defined Field,54939,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField,,,,,,,"Words: Term, Unmatched",Field,List-Option,https://bedes.lbl.gov/node/14adeb1e-a73d-4700-8f51-215d01edbcd5,,,"User,  Defined",,
461,FieldName,Field Name,54940,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField.FieldName,,,,,,,Words: all Term,"Field,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/14adeb1e-a73d-4700-8f51-215d01edbcd5, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,,,
462,FieldValue,Field Value,54941,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.UserDefinedFields.UserDefinedField.FieldValue,,,,,,,Words: all Term,"Field,  Value","List-Option,  Term","https://bedes.lbl.gov/node/14adeb1e-a73d-4700-8f51-215d01edbcd5, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,,,
463,Quantity,Quantity,54942,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Boiler.Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422,Quantity,Global Terms,The number of specified units,https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422,1,Term-to-Term Match,,,,,,,Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422
464,DistrictHeating,District Heating,54943,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating,c10a440b-7bc7-42e0-95c6-db90c5e30491,District heating,,"A centrally located plant that is used for heating. Use ""Cooling Heating Medium"" to further categorize as hot water or steam, if desired.",https://bedes.lbl.gov/node/c10a440b-7bc7-42e0-95c6-db90c5e30491,1.0,Term-to-List-Option Match,,,,,,,,
465,DistrictHeatingType,District Heating Type,54944,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.DistrictHeatingType,,,,,,,Words: all Term,"District Heating,  Heating Type","List-Option,  Term","https://bedes.lbl.gov/node/c10a440b-7bc7-42e0-95c6-db90c5e30491, https://bedes.lbl.gov/node/e2a69ad1-8ba8-4303-8f63-3f70d88d7553",,,,,
466,Capacity,Capacity,54945,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.Capacity,785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,Capacity,Global Terms,The capacity value of the associated equipment or system,https://bedes.lbl.gov/node/785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,1,Term-to-Term Match,,,,,,,Capacity,785ea29e-0f5b-404a-aa9c-6e7dc667bf7a
467,OutputCapacity,Output Capacity,54946,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.OutputCapacity,f26e2efd-2fbf-47bc-981b-376aa086d098,Output Capacity,HVAC,Output capacity of equipment.,https://bedes.lbl.gov/node/f26e2efd-2fbf-47bc-981b-376aa086d098,1,Term-to-Term Match,,,,,,,Output Capacity,f26e2efd-2fbf-47bc-981b-376aa086d098
468,CapacityUnits,Capacity Units,54947,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.CapacityUnits,10645e3b-270a-4251-8153-36017540d539,Unit Of Measure,,,https://bedes.lbl.gov/node/10645e3b-270a-4251-8153-36017540d539,1,Term-to-Term Match,,,,,,,Unit Of Measure,10645e3b-270a-4251-8153-36017540d539
469,AnnualHeatingEfficiencyValue,Annual Heating Efficiency Value,54948,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.AnnualHeatingEfficiencyValue,60bd6caf-321d-4bc0-8f05-5444fffac4e3,Annual Heating Efficiency Value,,,https://bedes.lbl.gov/node/60bd6caf-321d-4bc0-8f05-5444fffac4e3,1,Term-to-Term Match,,,,,,,Annual Heating Efficiency Value,60bd6caf-321d-4bc0-8f05-5444fffac4e3
470,AnnualHeatingEfficiencyUnits,Annual Heating Efficiency Units,54949,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.AnnualHeatingEfficiencyUnits,5f8474eb-62a5-49b1-98a3-d727660f379e,Annual Heating Efficiency Metric Qualifier,,,https://bedes.lbl.gov/node/5f8474eb-62a5-49b1-98a3-d727660f379e,1,Term-to-Term Match,,,,,,,Annual Heating Efficiency Metric Qualifier,5f8474eb-62a5-49b1-98a3-d727660f379e
471,HotWaterBoilerMaximumFlowRate,Hot Water Boiler Maximum Flow Rate,54950,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.HotWaterBoilerMaximumFlowRate,b040e02b-bb85-4ab6-b7b2-58e5f80d2cc3,Boiler Maximum Flow Value,,,https://bedes.lbl.gov/node/b040e02b-bb85-4ab6-b7b2-58e5f80d2cc3,1,Term-to-Term Match,,,,,,,Boiler Maximum Flow Value,b040e02b-bb85-4ab6-b7b2-58e5f80d2cc3
472,BoilerLWT,Boiler Leaving Water Temperature,54951,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.BoilerLWT,3a2c76a6-1304-4679-a92f-3b5d7d78bb93,Boiler Supply Water Temperature Value,,,https://bedes.lbl.gov/node/3a2c76a6-1304-4679-a92f-3b5d7d78bb93,1,Term-to-Term Match,,,,,,,Boiler Supply Water Temperature Value,3a2c76a6-1304-4679-a92f-3b5d7d78bb93
473,SteamBoilerMinimumOperatingPressure,Steam Boiler Minimum Operating Pressure,54952,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.SteamBoilerMinimumOperatingPressure,,,,,,,Words: all Term,"Steam,  Boiler,  Minimum,  Operating,  Pressure","List-Option,  List-Option,  List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/09781626-eaeb-40a6-bb09-c16a0a7c1412, https://bedes.lbl.gov/node/f2be30d2-b294-4afb-acd7-fdfb9962d2ea, https://bedes.lbl.gov/node/cbc79305-96bb-4fdf-bfca-8eca07364ce5, https://bedes.lbl.gov/node/973929b1-9ece-40a6-aedc-4b4bf9588f23, https://bedes.lbl.gov/node/a06bba32-ec28-4214-85b7-99fb9493568a",,,,,
474,SteamBoilerMaximumOperatingPressure,Steam Boiler Maximum Operating Pressure,54953,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.SteamBoilerMaximumOperatingPressure,,,,,,,Words: all Term,"Steam,  Boiler,  Maximum,  Operating,  Pressure","List-Option,  List-Option,  List-Option,  List-Option,  List-Option","https://bedes.lbl.gov/node/09781626-eaeb-40a6-bb09-c16a0a7c1412, https://bedes.lbl.gov/node/f2be30d2-b294-4afb-acd7-fdfb9962d2ea, https://bedes.lbl.gov/node/513b467e-aeec-4838-8931-d60ca899e0a2, https://bedes.lbl.gov/node/973929b1-9ece-40a6-aedc-4b4bf9588f23, https://bedes.lbl.gov/node/a06bba32-ec28-4214-85b7-99fb9493568a",,,,,
475,Quantity,Quantity,54954,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.DistrictHeating.Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422,Quantity,Global Terms,The number of specified units,https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422,1,Term-to-Term Match,,,,,,,Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422
476,SolarThermal,Solar Thermal,54955,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal,eabc2b99-955e-4c52-ac3e-030fd37964fb,Solar thermal,,Air or water heated using solar collectors,https://bedes.lbl.gov/node/eabc2b99-955e-4c52-ac3e-030fd37964fb,1.0,Term-to-List-Option Match,,,,,,,,
477,Capacity,Capacity,54956,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.Capacity,785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,Capacity,Global Terms,The capacity value of the associated equipment or system,https://bedes.lbl.gov/node/785ea29e-0f5b-404a-aa9c-6e7dc667bf7a,1,Term-to-Term Match,,,,,,,Capacity,785ea29e-0f5b-404a-aa9c-6e7dc667bf7a
478,OutputCapacity,Output Capacity,54957,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.OutputCapacity,f26e2efd-2fbf-47bc-981b-376aa086d098,Output Capacity,HVAC,Output capacity of equipment.,https://bedes.lbl.gov/node/f26e2efd-2fbf-47bc-981b-376aa086d098,1,Term-to-Term Match,,,,,,,Output Capacity,f26e2efd-2fbf-47bc-981b-376aa086d098
479,CapacityUnits,Capacity Units,54958,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.CapacityUnits,10645e3b-270a-4251-8153-36017540d539,Unit Of Measure,,,https://bedes.lbl.gov/node/10645e3b-270a-4251-8153-36017540d539,1,Term-to-Term Match,,,,,,,Unit Of Measure,10645e3b-270a-4251-8153-36017540d539
480,AnnualHeatingEfficiencyValue,Annual Heating Efficiency Value,54959,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.AnnualHeatingEfficiencyValue,60bd6caf-321d-4bc0-8f05-5444fffac4e3,Annual Heating Efficiency Value,,,https://bedes.lbl.gov/node/60bd6caf-321d-4bc0-8f05-5444fffac4e3,1,Term-to-Term Match,,,,,,,Annual Heating Efficiency Value,60bd6caf-321d-4bc0-8f05-5444fffac4e3
481,AnnualHeatingEfficiencyUnits,Annual Heating Efficiency Units,54960,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.AnnualHeatingEfficiencyUnits,5f8474eb-62a5-49b1-98a3-d727660f379e,Annual Heating Efficiency Metric Qualifier,,,https://bedes.lbl.gov/node/5f8474eb-62a5-49b1-98a3-d727660f379e,1,Term-to-Term Match,,,,,,,Annual Heating Efficiency Metric Qualifier,5f8474eb-62a5-49b1-98a3-d727660f379e
482,Quantity,Quantity,54961,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.SolarThermal.Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422,Quantity,Global Terms,The number of specified units,https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422,1,Term-to-Term Match,,,,,,,Quantity,aebf37a3-692f-4129-a659-ddd8ebaed422
483,OtherCombination,Other Combination,54962,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.OtherCombination,,,,,,,Words: all Term,"Other,  Combination","List-Option,  List-Option","https://bedes.lbl.gov/node/c74c8cd6-1e51-4fe0-acfb-74edd82e5455, https://bedes.lbl.gov/node/771fc34a-7d8d-469b-b045-4f8fb3ef47a7",,,,,
484,NoHeating,No Heating,54963,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.NoHeating,ac3b8a53-040c-485e-97d0-0e6597aec76d,No heating,,,https://bedes.lbl.gov/node/ac3b8a53-040c-485e-97d0-0e6597aec76d,1.0,Term-to-List-Option Match,,,,,,,,
485,Unknown,Unknown,54964,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Unknown,086ae16f-060f-42e5-aed7-9111b7d859db,Unknown,,Unknown,https://bedes.lbl.gov/node/086ae16f-060f-42e5-aed7-9111b7d859db,1.0,Term-to-List-Option Match,,,,,,,,
486,Location,Location,54965,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.Location,f1f0585d-19da-47e1-824f-6e109fb136c8,Location,Global Terms,"Spatial location or installation location. This can apply to systems, opaque surfaces, etc.",https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8,1,Term-to-Term Match,,,,,,,Location,f1f0585d-19da-47e1-824f-6e109fb136c8
487,YearInstalled,Year Installed,54966,BuildingSync.Facilities.Facility.Systems.HVACSystems.HVACSystem.Plants.HeatingPlants.HeatingPlant.YearInstalled,3f64b04f-c884-40fe-9349-2bed60fb65dd,Installed Date,,,https://bedes.lbl.gov/node/3f64b04f-c884-40fe-9349-2bed60fb65dd,1,Term-to-Term Match,,,,,,,Installed Date,3f64b04f-c884-40fe-9349-2bed60fb65dd
