BuildingSyncPath,State,RequiredValues,RequiredPairedElement,GroupID,GroupingLevel
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.ProcessLoad.Quantity,,,,,
BuildingSync.Facilities.Facility.Systems.ProcessLoads.MiscellaneousGasLoad,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.ConveyanceSystemType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.ConveyanceLoadType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.ConveyancePeakPower,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.ConveyanceStandbyPower,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.ControlTechnology,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.ThirdPartyCertification,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.Quantity,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.YearInstalled,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.YearofManufacture,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.PrimaryFuel,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.Manufacturer,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.ModelNumber,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.Location,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Facility.LinkedFacilityID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Site.LinkedSiteID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Building.LinkedBuildingID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Subsection.LinkedSubsectionID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.ThermalZone.LinkedThermalZoneID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.LinkedScheduleIDs.LinkedScheduleID,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaType,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaCustomName,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaValue,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.FloorAreaPercentage,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.LinkedPremises.Space.LinkedSpaceID.FloorAreas.FloorArea.Story,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.UserDefinedFields,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.UserDefinedFields.UserDefinedField,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.UserDefinedFields.UserDefinedField.FieldName,,,,,
BuildingSync.Facilities.Facility.Systems.ConveyanceSystems.ConveyanceSystem.UserDefinedFields.UserDefinedField.FieldValue,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Storage,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Storage.EnergyStorageTechnology,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Storage.ThermalMedium,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemNumberOfModulesPerArray,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemNumberOfArrays,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemMaximumPowerOutput,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemInverterEfficiency,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemArrayAzimuth,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemRackingSystemTiltAngleMin,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemRackingSystemTiltAngleMax,,,,,
BuildingSync.Facilities.Facility.Systems.OnSiteStorageTransmissionGenerationSystems.OnSiteStorageTransmissionGenerationSystem.EnergyConversionType.Generation.OnSiteGenerationType.PV.PhotovoltaicSystemLocation,,,,,
